Token	Lemma	Part-of-speech
вихваляю	вихваляти 	verb:pres:s:1:imperf 
цей	цей 	adj:m:v_naz:&pron:dem 
		adj:m:v_zna:&pron:dem 
заклад	заклад 	noun:m:v_naz 
		noun:m:v_zna 
а	а 	conj:coord 
		excl 
		part 
тим	той 	adj:m:v_oru:&pron:dem 
		adj:n:v_oru:&pron:dem 
		adj:p:v_dav:&pron:dem 
більше	багато 	adv:compr 
	великий 	adj:n:v_naz:compr 
		adj:n:v_zna:compr 
роблю	робити 	verb:pres:s:1:imperf 
рейтинг	рейтинг 	noun:m:v_naz 
		noun:m:v_zna 
!	- 	- 
,	- 	SENT_END 
	- 	SENT_START 
Лишу	лишити 	verb:futr:s:1:perf 
ще	ще 	adv 
		part 
на	на 	excl 
		part 
		prep:rv_zna:rv_mis 
додаток	додаток 	noun:m:v_naz 
		noun:m:v_zna 
відгук	відгук 	noun:m:v_naz 
		noun:m:v_zna 
про	про 	prep:rv_zna 
персонал	персонал 	noun:m:v_naz 
		noun:m:v_zna 
,	- 	- 
дуже	дуже 	adv 
	дужий 	adj:n:v_naz:compb 
		adj:n:v_zna:compb 
приємні	приємний 	adj:p:v_naz:compb 
		adj:p:v_zna:compb 
і	і 	conj:coord 
		part 
привітливі	привітливий 	adj:p:v_naz 
		adj:p:v_zna 
молоді	молодий 	adj:p:v_naz:compb 
		adj:p:v_zna:compb 
	молодь 	noun:f:v_dav 
		noun:f:v_mis 
		noun:f:v_rod 
люди	люди 	noun:p:v_kly:anim 
		noun:p:v_naz:anim 
Там	там 	adv:&pron:dem 
		part 
зараз	зараз 	adv:&pron:dem 
	зараза 	noun:p:v_rod 
працює	працювати 	verb:pres:s:3:imperf 
мій	мій 	adj:m:v_naz:&pron:pos 
		adj:m:v_zna:&pron:pos 
тьоска	- 	- 
його	його 	adj:m:nv:&pron:pos 
		adj:n:nv:&pron:pos 
	він 	pron:pers:m:3:v_rod:anim 
		pron:pers:m:3:v_zna:anim 
	воно 	pron:pers:n:3:v_rod 
		pron:pers:n:3:v_zna 
так	так 	adv:&pron:dem 
		conj:coord:subord 
		part 
само	сам 	adj:n:v_naz:&pron:def 
звати	звати 	verb:inf:imperf 
як	як 	adv:&pron:int:rel 
		conj:subord 
		noun:m:v_naz:anim 
		part 
і	і 	conj:coord 
		part 
мене	я 	pron:pers:s:1:v_rod:anim 
		pron:pers:s:1:v_zna:anim 
Роман	Роман 	noun:m:v_naz:anim:fname
	роман 	noun:m:v_naz 
		noun:m:v_zna 
,	- 	- 
знаю	знати 	verb:pres:s:1:imperf 
він	він 	pron:pers:m:3:v_naz:anim 
недавно	недавно 	adv 
прийшов	прийти 	verb:past:m:perf 
бучу	буча 	noun:f:v_zna 
	бутити 	verb:pres:s:1:imperf 
рухливий	рухливий 	adj:m:v_naz:compb 
		adj:m:v_zna:compb 
молодий	молодий 	adj:m:v_naz:compb 
		adj:m:v_zna:compb 
чоловік	чоловік 	noun:m:v_naz:anim 
зразу	зразу 	adv 
	зраза 	noun:f:v_zna 
видно	видно 	insert 
		predic 
старається	старатися 	verb:rev:pres:s:3:imperf 
!	- 	SENT_END 
	- 	SENT_START 
І	і 	conj:coord 
		part 
дівчата	дівча 	noun:p:v_kly:anim 
		noun:p:v_naz:anim 
щоб	щоб 	conj:subord 
		part 
не	не 	part 
попутати	- 	- 
з	з 	prep:rv_rod:rv_zna:rv_oru
іменами	ім'я 	noun:p:v_oru 
,	- 	- 
здається	здається 	insert 
	здаватися 	verb:rev:pres:s:3:imperf 
Катя	Катя 	noun:f:v_naz:anim:fname
і	і 	conj:coord 
		part 
Галя	Галя 	noun:f:v_naz:anim:fname
(	- 	- 
якщо	якщо 	conj:subord 
помилився	помилитися 	verb:rev:past:m:perf 
нехай	нехай 	conj:subord 
		part 
	нехаяти 	verb:impr:s:2:imperf 
пробачуть	- 	- 
!	- 	- 
)	- 	- 
тоже	- 	- 
страються	- 	- 
на	на 	excl 
		part 
		prep:rv_zna:rv_mis 
всі	весь 	adj:p:v_naz:&pron:dem 
		adj:p:v_zna:&pron:dem 
120	120 	number 
процетів	- 	- 
!	- 	SENT_END 
	- 	SENT_START 
дякуємо	дякувати 	verb:pres:p:1:imperf 
Юрію	Юрій 	noun:m:v_dav:anim:fname
		noun:m:v_kly:anim:fname 
		noun:m:v_mis:anim:fname
Андрійовичу	Андрійович 	noun:m:v_dav:anim:patr 
		noun:m:v_kly:anim:patr 
		noun:m:v_mis:anim:patr 
за	за 	prep:rv_rod:rv_zna:rv_oru 
цей	цей 	adj:m:v_naz:&pron:dem 
		adj:m:v_zna:&pron:dem 
неймовірну	неймовірний 	adj:f:v_zna:compb 
каварню	- 	- 
!	- 	- 
!	- 	- 
!	- 	SENT_END 
	- 	SENT_START 
З	з 	prep:rv_rod:rv_zna:rv_oru 
найкрашими	- 	- 
по	по 	prep:rv_mis:rv_zna 
бажанями	- 	- 
Роман	Роман 	noun:m:v_naz:anim:fname
	роман 	noun:m:v_naz 
		noun:m:v_zna 
,	- 	SENT_END 
		PARA_END 
	-	SENT_START 		
Офіціанти	офіціант 	noun:p:v_kly:anim 
		noun:p:v_naz:anim 
дійсно	дійсно 	adv 
на	на 	prep:rv_zna:rv_mis 
роботі	робот 	noun:m:v_mis:anim 
	робота 	noun:f:v_dav 
		noun:f:v_mis 
не	не 	part 
сплять	спати 	verb:pres:p:3:imperf 
...	- 	SENT_END 
	- 	SENT_START 
На	на 	excl 
		part 
		prep:rv_zna:rv_mis 
рахунок	рахунок 	noun:m:v_naz 
		noun:m:v_zna 
великої	великий 	adj:f:v_rod:compb 
кількості	кількість 	noun:f:v_dav 
		noun:f:v_mis 
		noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
відвідувачів	відвідувач 	noun:p:v_rod:anim 
		noun:p:v_zna:anim 
і	і 	conj:coord 
		part 
про	про 	prep:rv_zna 
не	не 	part 
встиганням	- 	- 
із	із 	prep:rv_rod:rv_zna:rv_oru 
замовленнями	замовлення 	noun:p:v_oru 
:	- 	- 
Вибач	вибачити 	verb:impr:s:2:perf 
мені	я 	pron:pers:s:1:v_dav:anim 
		pron:pers:s:1:v_mis:anim 
Олічка	- 	- 
,	- 	- 
але	але 	conj:coord 
		excl 
Фреска	фреска 	noun:f:v_naz 
не	не 	part 
Mcdonalds	- 	- 
,	- 	- 
не	не 	part 
заклад	заклад 	noun:m:v_naz 
		noun:m:v_zna 
швидкого	швидкий 	adj:m:v_rod:compb 
		adj:m:v_zna:compb 
		adj:n:v_rod:compb 
приготування	приготування 	noun:n:v_naz 
		noun:n:v_rod 
		noun:n:v_zna 
		noun:p:v_naz 
		noun:p:v_zna 
,	- 	- 
є	бути 	verb:pres:p:1:imperf 
		verb:pres:p:2:imperf 
		verb:pres:p:3:imperf 
		verb:pres:p::imperf 
		verb:pres:s:1:imperf 
		verb:pres:s:2:imperf 
		verb:pres:s:3:imperf 
		verb:pres:s::imperf 
речі	річ 	noun:f:v_dav 
		noun:f:v_mis 
		noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
на	на 	excl 
		part 
		prep:rv_zna:rv_mis 
які	який 	adj:p:v_naz:&pron:int:rel:def
		adj:p:v_zna:&pron:int:rel:def
потрібно	потрібно 	adv:compb 
чекати	чекати 	verb:inf:imperf 
...	- 	SENT_END 
	- 	SENT_START 
З	з 	prep:rv_rod:rv_zna:rv_oru
тобою	ти 	pron:pers:s:2:v_oru:anim 
я	я 	pron:pers:s:1:v_naz:anim 
згідна	згідний 	adj:f:v_naz 
,	- 	- 
що	що 	conj:subord 
		pron:int:rel:n:v_naz 
		pron:int:rel:n:v_zna 
гості	гостя 	noun:f:v_dav:anim 
		noun:f:v_mis:anim 
		noun:f:v_rod:anim 
		noun:p:v_kly:anim 
		noun:p:v_naz:anim 
	гість 	noun:m:v_mis:anim 
		noun:p:v_kly:anim 
		noun:p:v_naz:anim 
бувають	бувати 	verb:pres:p:3:imperf 
різними	різний 	adj:p:v_oru 
,	- 	- 
а	а 	conj:coord 
		excl 
		part 
офіціант	офіціант 	noun:m:v_naz:anim 
—	- 	- 
повинен	повинен 	predic 
памятати	- 	- 
що	що 	conj:subord 
		pron:int:rel:n:v_naz 
		pron:int:rel:n:v_zna 
він	він 	pron:pers:m:3:v_naz:anim
на	на 	prep:rv_zna:rv_mis 
роботі	робот 	noun:m:v_mis:anim 
	робота 	noun:f:v_dav 
		noun:f:v_mis 
,	- 	- 
але	але 	conj:coord 
		excl 
офіціанти	офіціант 	noun:p:v_kly:anim 
		noun:p:v_naz:anim 
не	не 	part 
ЗАВЖДИ	завжди 	adv:&pron:gen 
дотримуються	дотримуватися 	verb:rev:pres:p:3:imperf 
правил	правило 	noun:p:v_rod 
,	- 	- 
,	- 	- 
і	і 	conj:coord 
		part 
офіціанти	офіціант 	noun:p:v_kly:anim 
		noun:p:v_naz:anim 
також	також 	adv 
		conj:coord 
ЛЮДИ	люди 	noun:p:v_kly:anim 
		noun:p:v_naz:anim 
!	- 	- 
!	- 	- 
!	- 	- 
!	- 	SENT_END 
	- 	SENT_START 
Їх	вони 	pron:pers:p:3:v_rod:anim
		pron:pers:p:3:v_zna:anim
також	також 	adv 
		conj:coord 
потрібно	потрібно 	adv:compb 
розуміти	розуміти 	verb:inf:imperf 
...	- 	SENT_END 
	- 	SENT_START 
У	у 	prep:rv_zna:rv_mis:rv_rod:v-u 
випадку	випадок 	noun:m:v_dav 
		noun:m:v_mis 
		noun:m:v_rod 
поганого	поганий 	adj:m:v_rod:compb 
		adj:m:v_zna:compb 
		adj:n:v_rod:compb 
настрою	настроїти 	verb:futr:s:1:perf 
	настрій 	noun:m:v_dav 
		noun:m:v_mis 
		noun:m:v_rod 
клієнта	клієнт 	noun:m:v_rod:anim 
		noun:m:v_zna:anim 
:	- 	- 
ти	ти 	pron:pers:s:2:v_kly:anim 
		pron:pers:s:2:v_naz:anim 
написала	написати 	verb:past:f:perf 
один	один 	numr:m:v_naz 
		numr:m:v_zna 
із	із 	prep:rv_rod:rv_zna:rv_oru 
варіантів	варіант 	noun:p:v_rod 
вирішення	вирішення 	noun:n:v_naz 
		noun:n:v_rod 
		noun:n:v_zna 
		noun:p:v_naz 
		noun:p:v_zna 
цієї	цей 	adj:f:v_rod:&pron:dem 
ситуації	ситуація 	noun:f:v_dav 
		noun:f:v_mis 
		noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
«	- 	- 
ЯКНАЙКРАЩЕ	хороший 	adj:n:v_naz:super 
		adj:n:v_zna:super 
»	- 	- 
,	- 	- 
,	- 	- 
,	- 	- 
Буває	бувати 	verb:pres:s:3:imperf 
все	все 	adv:v-u 
		conj:coord:v-u 
		part:v-u 
	весь 	adj:n:v_naz:&pron:dem 
		adj:n:v_zna:&pron:dem 
по	по 	prep:rv_mis:rv_zna 
іншому	інший 	adj:m:v_dav:&pron:def 
		adj:m:v_mis:&pron:def 
		adj:n:v_dav:&pron:def 
		adj:n:v_mis:&pron:def 
...	- 	SENT_END 
	- 	SENT_START 
Оля	Оля 	noun:f:v_naz:anim:fname 
,	- 	- 
а	а 	conj:coord 
		excl 
		part 
який	який 	adj:m:v_naz:&pron:int:rel:def 
		adj:m:v_zna:&pron:int:rel:def 
твій	твій 	adj:m:v_naz:&pron:pos 
		adj:m:v_zna:&pron:pos 
улюблений	улюблений 	adjp:pasv:past:m:v_naz:compb
		adjp:pasv:past:m:v_zna:compb
заклад	заклад 	noun:m:v_naz 
		noun:m:v_zna 
у	у 	prep:rv_zna:rv_mis:rv_rod:v-u
Львові	Львів 	noun:m:v_mis 
,	- 	- 
де	де 	adv:&pron:int:rel 
		part 
все	все 	adv:v-u 
		conj:coord:v-u 
		part:v-u 
	весь 	adj:n:v_naz:&pron:dem 
		adj:n:v_zna:&pron:dem 
відповідає	відповідати 	verb:pres:s:3:imperf 
твоїм	твій 	adj:m:v_mis:&pron:pos 
		adj:m:v_oru:&pron:pos 
		adj:n:v_mis:&pron:pos 
		adj:n:v_oru:&pron:pos 
		adj:p:v_dav:&pron:pos 
вимогам	вимога 	noun:p:v_dav 
,	- 	- 
і	і 	conj:coord 
		part 
ще	ще 	adv 
		part 
одне	один 	numr:n:v_naz 
		numr:n:v_zna 
як	як 	adv:&pron:int:rel 
		conj:subord 
		noun:m:v_naz:anim 
		part 
часто	часто 	adv:compb 
ти	ти 	pron:pers:s:2:v_kly:anim 
		pron:pers:s:2:v_naz:anim 
відвідуєш	відвідувати 	verb:pres:s:2:imperf 
Фреску	фреска 	noun:f:v_zna 
,	- 	- 
коли	коли 	adv:&pron:int:rel 
		conj:subord 
		part 
	колоти 	verb:impr:s:2:imperf 
	кіл 	noun:p:v_naz 
		noun:p:v_zna 
останній	останній 	adj:f:v_dav 
		adj:f:v_mis 
		adj:m:v_naz 
		adj:m:v_zna 
раз	раз 	adv 
		conj:subord 
		noun:m:v_naz 
		noun:m:v_zna 
там	там 	adv:&pron:dem 
		part 
була	булий 	adjp:actv:past:f:v_naz 
	бути 	verb:past:f:imperf 
?	- 	- 
?	- 	- 
?	- 	- 
?	- 	- 
?	- 	SENT_END 
		PARA_END 
	-	SENT_START 		
«	- 	- 
Фреска	фреска 	noun:f:v_naz 
»	- 	- 
дуже	дуже 	adv 
	дужий 	adj:n:v_naz:compb 
		adj:n:v_zna:compb 
приємна	приємний 	adj:f:v_naz:compb 
кавярня	- 	- 
,	- 	SENT_END 
	- 	SENT_START 
Там	там 	adv:&pron:dem 
		part 
авторські	авторський 	adj:p:v_naz 
		adj:p:v_zna 
смаколики	смаколик 	noun:p:v_naz 
		noun:p:v_zna 
,	- 	- 
правда	правда 	insert 
		noun:f:v_naz 
я	я 	pron:pers:s:1:v_naz:anim
тільки	тільки 	adv 
		conj:subord 
		part 
кавово-цукерну	- 	- 
сторінку	сторінка 	noun:f:v_zna 
більш-менш	більш-менш 	adv 
знаю	знати 	verb:pres:s:1:imperf 
,	- 	- 
але	але 	conj:coord 
		excl 
якось	якось 	adv:&pron:ind 
не	не 	part 
виникало	виникати 	verb:past:n:imperf 
бажання	бажання 	noun:n:v_naz 
		noun:n:v_rod 
		noun:n:v_zna 
		noun:p:v_naz 
		noun:p:v_zna 
чогось	щось 	pron:ind:n:v_rod 
		pron:ind:n:v_zna 
іншого	інший 	adj:m:v_rod:&pron:def 
		adj:m:v_zna:&pron:def 
		adj:n:v_rod:&pron:def 
скуштувати	скуштувати 	verb:inf:perf 
,	- 	- 
оскільки	оскільки 	conj:subord 
там	там 	adv:&pron:dem 
		part 
дуже	дуже 	adv 
	дужий 	adj:n:v_naz:compb 
		adj:n:v_zna:compb 
романтично	романтично 	adv:compb 
,	- 	SENT_END 
	- 	SENT_START 
Там	там 	adv:&pron:dem 
		part 
були	бути 	verb:past:p:imperf 
мої	мій 	adj:p:v_naz:&pron:pos 
		adj:p:v_zna:&pron:pos 
побачення	побачення 	noun:n:v_naz 
		noun:n:v_rod 
		noun:n:v_zna 
		noun:p:v_naz 
		noun:p:v_zna 
,	- 	- 
і	і 	conj:coord 
		part 
ніхто	ніхто 	pron:neg:v_naz:anim 
на	на 	prep:rv_zna:rv_mis 
нас	ми 	pron:pers:p:1:v_mis:anim
		pron:pers:p:1:v_rod:anim
		pron:pers:p:1:v_zna:anim
косо	косо 	adv 
не	не 	part 
дивився	дивитися 	verb:rev:past:m:imperf 
,	- 	SENT_END 
	- 	SENT_START 
Якщо	якщо 	conj:subord 
пощастить	пощастити 	verb:futr:s:3:perf 
,	- 	- 
можна	можна 	predic 
натрапити	натрапити 	verb:inf:perf 
на	на 	prep:rv_zna:rv_mis 
живу	живий 	adj:f:v_zna:compb 
	жити 	verb:pres:s:1:imperf 
музику	музика 	noun:f:v_zna 
		noun:f:v_zna:anim 
,	- 	SENT_END 
	- 	SENT_START 
На	на 	prep:rv_zna:rv_mis 
цій	цей 	adj:f:v_dav:&pron:dem 
		adj:f:v_mis:&pron:dem 
вулиці	вулиця 	noun:f:v_dav 
		noun:f:v_mis 
		noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
ще	ще 	adv 
		part 
чути	чути 	verb:inf:imperf 
дух	дух 	noun:m:v_naz 
		noun:m:v_naz:anim 
		noun:m:v_zna 
старого	старий 	adj:m:v_rod:compb 
		adj:m:v_zna:compb 
		adj:n:v_rod:compb 
міста	місто 	noun:n:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
,	- 	SENT_END 
	- 	SENT_START 
Ну	ну 	excl 
		part 
,	- 	- 
я	я 	pron:pers:s:1:v_naz:anim
сюди	сюди 	adv:&pron:dem 
вертаюсь	вертатися 	verb:rev:pres:s:1:imperf 
час	час 	noun:m:v_naz 
		noun:m:v_zna 
	час від часу 	<adv> 
від	від 	prep:rv_rod 
часу	час 	noun:m:v_dav 
		noun:m:v_mis 
		noun:m:v_rod 
	час від часу 	</adv> 
,	- 	- 
завжди	завжди 	adv:&pron:gen 
приємні	приємний 	adj:p:v_naz:compb 
		adj:p:v_zna:compb 
враження	враження 	noun:n:v_naz 
		noun:n:v_rod 
		noun:n:v_zna 
		noun:p:v_naz 
		noun:p:v_zna 
...	- 	SENT_END 
		PARA_END
	-	SENT_START 		
Дякую	дякувати 	verb:pres:s:1:imperf 
всьому	весь 	adj:m:v_dav:&pron:dem 
		adj:m:v_mis:&pron:dem 
		adj:n:v_dav:&pron:dem 
		adj:n:v_mis:&pron:dem 
закладу	заклад 	noun:m:v_dav 
		noun:m:v_mis 
		noun:m:v_rod 
	закласти 	verb:futr:s:1:perf 
і	і 	conj:coord 
		part 
,	- 	- 
зокрема	зокрема 	adv 
тим	той 	adj:m:v_oru:&pron:dem 
		adj:n:v_oru:&pron:dem 
		adj:p:v_dav:&pron:dem 
,	- 	- 
хто	хто 	conj:subord 
		pron:int:rel:m:v_naz:anim
там	там 	adv:&pron:dem 
		part 
працює	працювати 	verb:pres:s:3:imperf 
,	- 	- 
за	за 	prep:rv_rod:rv_zna:rv_oru
чудову	чудовий 	adj:f:v_zna:compb 
каву	кава 	noun:f:v_zna 
,	- 	- 
затишну	затишний 	adj:f:v_zna:compb 
атмосферу	атмосфера 	noun:f:v_zna 
і	і 	conj:coord 
		part 
хороший	хороший 	adj:m:v_naz:compb 
		adj:m:v_zna:compb 
настрій	настрій 	noun:m:v_naz 
		noun:m:v_zna 
!	- 	SENT_END 
	- 	SENT_START 
Тут	тут 	adv:&pron:dem 
найкраща	хороший 	adj:f:v_naz:super 
кава	кава 	noun:f:v_naz 
і	і 	conj:coord 
		part 
гарячий	гарячий 	adj:m:v_naz:compb 
		adj:m:v_zna:compb 
шоколад	шоколад 	noun:m:v_naz 
		noun:m:v_zna 
!	- 	- 
:	- 	- 
)	- 	SENT_END 
		PARA_END
	-	SENT_START 		
Були	бути 	verb:past:p:imperf 
у	у 	prep:rv_zna:rv_mis:rv_rod:v-u 
цій	цей 	adj:f:v_dav:&pron:dem 
		adj:f:v_mis:&pron:dem 
кав'ярні	кав'ярня 	noun:f:v_dav 
		noun:f:v_mis 
		noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
,	- 	SENT_END 
	- 	SENT_START 
Там	там 	adv:&pron:dem 
		part 
гарно	гарно 	adv:compb 
,	- 	- 
проте	проте 	adv 
		conj:coord 
		insert 
дуже	дуже 	adv 
	дужий 	adj:n:v_naz:compb 
		adj:n:v_zna:compb 
мало	мало 	adv:compb 
	мати 	verb:past:n:imperf 
місця	місце 	noun:n:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
,	- 	SENT_END 
	- 	SENT_START 
Щодо	щодо 	prep:rv_rod 
обслуговування	обслуговування 	noun:n:v_naz 
		noun:n:v_rod 
		noun:n:v_zna 
		noun:p:v_naz 
		noun:p:v_zna 
можу	могти 	verb:unknown 
сказати	сказати 	verb:inf:perf 
,	- 	- 
що	що 	conj:subord 
		pron:int:rel:n:v_naz 
		pron:int:rel:n:v_zna 
офіціанти	офіціант 	noun:p:v_kly:anim 
		noun:p:v_naz:anim 
хороші	хороший 	adj:p:v_naz:compb 
		adj:p:v_zna:compb 
,	- 	SENT_END 
	- 	SENT_START 
Дуже	дуже 	adv 
	дужий 	adj:n:v_naz:compb 
		adj:n:v_zna:compb 
смачні	смачний 	adj:p:v_naz:compb 
		adj:p:v_zna:compb 
є	бути 	verb:pres:p:1:imperf 
		verb:pres:p:2:imperf 
		verb:pres:p:3:imperf 
		verb:pres:p::imperf 
		verb:pres:s:1:imperf 
		verb:pres:s:2:imperf 
		verb:pres:s:3:imperf 
		verb:pres:s::imperf 
у	у 	prep:rv_zna:rv_mis:rv_rod:v-u 
них	вони 	pron:pers:p:3:v_mis:anim 
		pron:pers:p:3:v_rod:anim 
		pron:pers:p:3:v_zna:anim 
налисники	налисник 	noun:p:v_naz 
		noun:p:v_zna 
з	з 	prep:rv_rod:rv_zna:rv_oru 
фруктами	фрукт 	noun:p:v_oru 
-	- 	- 
просто	просто 	adv:compb 
		part 
		prep:rv_rod 
смакота	смакота 	noun:f:v_naz 
,	- 	SENT_END 
		PARA_END 
	-	SENT_START 		
Мало	мало 	adv:compb 
	мати 	verb:past:n:imperf 
місця	місце 	noun:n:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
,	- 	- 
половина	половина 	noun:f:v_naz 
місць	місце 	noun:p:v_rod 
то	то 	conj:subord 
"	- 	- 
біля	біля 	adv 
кута	кут 	noun:m:v_rod 
	кутий 	adjp:pasv:past:f:v_naz 
"	- 	- 
,	- 	- 
то	то 	conj:subord 
"	- 	- 
скраю	скраю 	adv 
"	- 	- 
то	то 	conj:subord 
ще	ще 	adv 
		part 
якось	якось 	adv:&pron:ind 
,	- 	SENT_END 
	- 	SENT_START 
Коли	коли 	adv:&pron:int:rel 
		conj:subord 
		part 
	колоти 	verb:impr:s:2:imperf 
	кіл 	noun:p:v_naz 
		noun:p:v_zna 
ми	ми 	pron:pers:p:1:v_naz:anim
,	- 	- 
сидівши	сидіти 	advp:perf 
на	на 	excl 
		part 
		prep:rv_zna:rv_mis 
одному	один 	numr:m:v_dav 
		numr:m:v_mis 
		numr:n:v_dav 
		numr:n:v_mis 
з	з 	prep:rv_rod:rv_zna:rv_oru
таких	такий 	adj:p:v_mis:&pron:def 
		adj:p:v_rod:&pron:def 
		adj:p:v_zna:&pron:def 
,	- 	- 
спробували	спробувати 	verb:past:p:perf 
пересісти	пересісти 	verb:inf:perf 
на	на 	excl 
		part 
		prep:rv_zna:rv_mis 
краще	хороший 	adj:n:v_naz:compr 
		adj:n:v_zna:compr 
місце	місце 	noun:n:v_naz 
		noun:n:v_zna 
,	- 	- 
звідки	звідки 	adv:&pron:int:rel 
щойно	щойно 	adv 
		conj:subord 
		part 
встала	встати 	verb:past:f:perf:v-u 
пара	пара 	noun:f:v_naz 
,	- 	- 
офіціантка	офіціантка 	noun:f:v_naz:anim 
стрімголов	стрімголов 	adv 
прибігла	прибігти 	verb:past:f:perf 
і	і 	conj:coord 
		part 
вказала	вказати 	verb:past:f:perf:v-u 
,	- 	- 
що	що 	conj:subord 
		pron:int:rel:n:v_naz 
		pron:int:rel:n:v_zna 
стіл	стіл 	noun:m:v_naz 
		noun:m:v_zna 
замовлено	замовити 	verb:impers:perf 
(	- 	- 
!	- 	- 
)	- 	- 
,	- 	SENT_END 
	- 	SENT_START 
Латте	- 	- 
принесли	принести 	verb:past:p:perf 
за	за 	prep:rv_rod:rv_zna:rv_oru 
ОДРАЗУ	одразу 	adv 
,	- 	- 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
ту	той 	adj:f:v_zna:&pron:dem 
ж	ж 	conj:coord 
		part 
хвилю	хвиля 	noun:f:v_zna 
після	після 	adv 
		prep:rv_rod 
замовлення	замовлення 	noun:n:v_naz 
		noun:n:v_rod 
		noun:n:v_zna 
		noun:p:v_naz 
		noun:p:v_zna 
(	- 	- 
як	як 	adv:&pron:int:rel 
		conj:subord 
		noun:m:v_naz:anim 
		part 
це	цей 	adj:n:v_naz:&pron:dem 
		adj:n:v_zna:&pron:dem 
можливо	можливо 	adv 
?	- 	SENT_END 
	- 	SENT_START 
чи	чи 	conj:coord:subord 
		part 
приготували	приготувати 	verb:past:p:perf 
заздалегідь	заздалегідь 	adv 
?	- 	- 
)	- 	- 
,	- 	- 
а	а 	conj:coord 
		excl 
		part 
чай	чай 	noun:m:v_naz 
		noun:m:v_zna 
я	я 	pron:pers:s:1:v_naz:anim 
чекала	чекати 	verb:past:f:imperf 
хвилин	хвилина 	noun:p:v_rod 
15	15 	number 
і	і 	conj:coord 
		part 
замість	замість 	prep:rv_rod 
чайничка	- 	- 
,	- 	- 
як	як 	adv:&pron:int:rel 
		conj:subord 
		noun:m:v_naz:anim 
		part 
було	бути 	verb:past:n:imperf 
вказано	вказати 	verb:impers:perf:v-u 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
меню	меню 	noun:n:v_dav:nv 
		noun:n:v_mis:nv 
		noun:n:v_naz:nv 
		noun:n:v_oru:nv 
		noun:n:v_rod:nv 
		noun:n:v_zna:nv 
		noun:p:v_dav:nv 
		noun:p:v_mis:nv 
		noun:p:v_naz:nv 
		noun:p:v_oru:nv 
		noun:p:v_rod:nv 
		noun:p:v_zna:nv 
(	- 	- 
300	300 	number 
мл	мл 	noun:m:v_dav:nv:abbr 
		noun:m:v_mis:nv:abbr 
		noun:m:v_naz:nv:abbr 
		noun:m:v_oru:nv:abbr 
		noun:m:v_rod:nv:abbr 
		noun:m:v_zna:nv:abbr 
		noun:p:v_dav:nv:abbr 
		noun:p:v_mis:nv:abbr 
		noun:p:v_naz:nv:abbr 
		noun:p:v_oru:nv:abbr 
		noun:p:v_rod:nv:abbr 
		noun:p:v_zna:nv:abbr 
мало	мало 	adv:compb 
	мати 	verb:past:n:imperf 
бути	бути 	verb:inf:imperf 
)	- 	- 
отримала	отримати 	verb:past:f:perf 
дивну	дивний 	adj:f:v_zna:compb 
суміш	суміш 	noun:f:v_naz 
		noun:f:v_zna 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
чашці	чашка 	noun:f:v_dav 
		noun:f:v_mis 
...	- 	SENT_END 
	- 	SENT_START 
Не	не 	part 
всім	весь 	adj:m:v_mis:&pron:dem
		adj:m:v_oru:&pron:dem
		adj:n:v_mis:&pron:dem 
		adj:n:v_oru:&pron:dem 
		adj:p:v_dav:&pron:dem 
офіціантки	офіціантка 	noun:f:v_rod:anim 
		noun:p:v_kly:anim 
		noun:p:v_naz:anim 
пропонували	пропонувати 	verb:past:p:imperf 
картки	картка 	noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
і	і 	conj:coord 
		part 
не	не 	part 
всіх	весь 	adj:p:v_mis:&pron:dem 
		adj:p:v_rod:&pron:dem 
		adj:p:v_zna:&pron:dem 
питали	питати 	verb:past:p:imperf 
,	- 	- 
а	а 	conj:coord 
		excl 
		part 
якось	якось 	adv:&pron:ind 
вибірково	вибірково 	adv 
,	- 	- 
що	що 	conj:subord 
		pron:int:rel:n:v_naz 
		pron:int:rel:n:v_zna 
незрозуміло	незрозуміло 	adv:compb 
,	- 	SENT_END 
		PARA_END 
	-	SENT_START 		
Дуже	дуже 	adv 
	дужий 	adj:n:v_naz:compb 
		adj:n:v_zna:compb 
смачний	смачний 	adj:m:v_naz:compb 
		adj:m:v_zna:compb 
шоколад	шоколад 	noun:m:v_naz 
		noun:m:v_zna 
і	і 	conj:coord 
		part 
цукерки	цукерка 	noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
,	- 	- 
дуже	дуже 	adv 
	дужий 	adj:n:v_naz:compb 
		adj:n:v_zna:compb 
гарні	гарний 	adj:p:v_naz:compb 
		adj:p:v_zna:compb 
фігури	фігура 	noun:f:v_rod 
